accuracy,loss,val_accuracy,val_loss
0.2785714268684387,1.7022403478622437,0.3571428656578064,1.492513656616211
0.42500001192092896,1.4362913370132446,0.4714285731315613,1.3794207572937012
0.4482142925262451,1.364682674407959,0.44999998807907104,1.325276255607605
0.47857141494750977,1.300681471824646,0.4714285731315613,1.29013192653656
0.5053571462631226,1.2502739429473877,0.5642856955528259,1.2623454332351685
0.4892857074737549,1.2336170673370361,0.5928571224212646,1.2292892932891846
0.550000011920929,1.183882236480713,0.5142857432365417,1.2579840421676636
0.5249999761581421,1.2019739151000977,0.6357142925262451,1.1999995708465576
0.550000011920929,1.1639865636825562,0.6285714507102966,1.1723335981369019
0.5678571462631226,1.1569111347198486,0.550000011920929,1.1829402446746826
0.6035714149475098,1.1295682191848755,0.6285714507102966,1.15142822265625
0.5732142925262451,1.1205793619155884,0.6214285492897034,1.1553384065628052
0.5982142686843872,1.1067839860916138,0.5857142806053162,1.1510303020477295
0.5839285850524902,1.0971072912216187,0.6214285492897034,1.132812738418579
0.6428571343421936,1.0791829824447632,0.6214285492897034,1.1237270832061768
0.5946428775787354,1.0761122703552246,0.6285714507102966,1.111279845237732
0.5857142806053162,1.0875892639160156,0.6571428775787354,1.0997859239578247
0.5857142806053162,1.0727760791778564,0.6285714507102966,1.1046992540359497
0.6035714149475098,1.0384622812271118,0.6357142925262451,1.0855780839920044
0.6142857074737549,1.041735291481018,0.6642857193946838,1.0886821746826172
0.6303571462631226,1.0294009447097778,0.6428571343421936,1.0958943367004395
0.6232143044471741,1.0583031177520752,0.6571428775787354,1.0613468885421753
0.6339285969734192,1.0174213647842407,0.6714285612106323,1.0798900127410889
0.6321428418159485,1.0051912069320679,0.6785714030265808,1.0682299137115479
0.6357142925262451,0.9875195026397705,0.6785714030265808,1.0666866302490234
0.6321428418159485,1.0119719505310059,0.6499999761581421,1.045715570449829
0.6107142567634583,1.0104442834854126,0.6357142925262451,1.088178038597107
0.6553571224212646,0.9641447067260742,0.6142857074737549,1.0740371942520142
0.6339285969734192,1.001155972480774,0.6571428775787354,1.0290420055389404
0.6285714507102966,0.9920457005500793,0.5785714387893677,1.0871365070343018
0.6571428775787354,0.9566813707351685,0.6571428775787354,1.0262951850891113
0.6499999761581421,0.9687706232070923,0.7071428298950195,1.0402048826217651
0.637499988079071,0.9519612193107605,0.6857143044471741,1.0363394021987915
0.6482142806053162,0.9925508499145508,0.6499999761581421,1.061734676361084
0.6535714268684387,0.9580392837524414,0.699999988079071,1.0255528688430786
0.6446428298950195,0.9470590949058533,0.699999988079071,1.0320810079574585
0.675000011920929,0.9330583810806274,0.6928571462631226,1.0372997522354126
0.6285714507102966,0.9533161520957947,0.6928571462631226,1.0268211364746094
0.637499988079071,0.9497409462928772,0.6785714030265808,1.014970064163208
0.6553571224212646,0.9372797012329102,0.6928571462631226,1.033537745475769
0.6660714149475098,0.9324191212654114,0.6928571462631226,1.0162380933761597
0.6392857432365417,0.9235968589782715,0.6928571462631226,1.0216877460479736
0.6571428775787354,0.9089428782463074,0.6928571462631226,1.0093486309051514
0.6410714387893677,0.9417128562927246,0.6499999761581421,0.9934521317481995
0.6892856955528259,0.8687688708305359,0.7071428298950195,1.0118989944458008
0.6875,0.9099323749542236,0.6285714507102966,1.0433924198150635
0.6589285731315613,0.8853699564933777,0.6642857193946838,0.9915034770965576
0.6607142686843872,0.9090905785560608,0.699999988079071,1.0333261489868164
0.6714285612106323,0.8866399526596069,0.699999988079071,1.0023187398910522
0.6482142806053162,0.895414412021637,0.699999988079071,1.0245575904846191
0.6642857193946838,0.9135868549346924,0.699999988079071,0.9948638677597046
0.6892856955528259,0.8745797872543335,0.6642857193946838,0.992034912109375
0.6607142686843872,0.9103913307189941,0.7071428298950195,1.0063400268554688
0.6875,0.8812472224235535,0.7071428298950195,1.0064184665679932
0.6732142567634583,0.8745031356811523,0.6714285612106323,0.991513192653656
0.6607142686843872,0.9079697132110596,0.6714285612106323,1.0428531169891357
0.6839285492897034,0.8953085541725159,0.699999988079071,0.9870306849479675
0.6803571581840515,0.8619460463523865,0.7071428298950195,1.005953073501587
0.6928571462631226,0.8739968538284302,0.7071428298950195,1.0004675388336182
0.6785714030265808,0.8612996339797974,0.6785714030265808,0.9803825616836548
0.6875,0.8561191558837891,0.7071428298950195,1.0155048370361328
0.6660714149475098,0.8514408469200134,0.6642857193946838,0.9731592535972595
0.675000011920929,0.8646135330200195,0.7071428298950195,1.0046354532241821
0.6535714268684387,0.8696448802947998,0.7142857313156128,0.996213972568512
0.675000011920929,0.8714646697044373,0.7142857313156128,1.0028694868087769
0.7160714268684387,0.8227646350860596,0.6857143044471741,0.9694250822067261
0.6839285492897034,0.8578450083732605,0.7071428298950195,0.9973840713500977
0.6964285969734192,0.8601259589195251,0.7071428298950195,1.0206620693206787
0.6946428418159485,0.8140674233436584,0.7071428298950195,0.9823720455169678
0.6714285612106323,0.8785576224327087,0.7214285731315613,1.002634882926941
0.6946428418159485,0.8520070314407349,0.7214285731315613,0.9938278198242188
0.6785714030265808,0.8559653759002686,0.7142857313156128,0.9884330630302429
0.6732142567634583,0.8598454594612122,0.7214285731315613,0.9821715354919434
0.6857143044471741,0.8557807207107544,0.7142857313156128,0.9844074845314026
0.6982142925262451,0.8442213535308838,0.6928571462631226,1.021626591682434
0.7035714387893677,0.8135892748832703,0.6928571462631226,0.9628580212593079
0.7017857432365417,0.8362800478935242,0.7142857313156128,0.9922635555267334
0.7035714387893677,0.8502424359321594,0.7142857313156128,0.9815405607223511
0.6803571581840515,0.8543776869773865,0.7142857313156128,0.9985188245773315
0.6982142925262451,0.8525943160057068,0.699999988079071,0.979710578918457
0.6875,0.8371157646179199,0.7285714149475098,0.9883333444595337
0.7214285731315613,0.8055045008659363,0.7071428298950195,0.9768145084381104
0.6767857074737549,0.8553552031517029,0.7214285731315613,0.9912331700325012
0.6875,0.8169069290161133,0.7285714149475098,0.9780120849609375
0.6767857074737549,0.811177134513855,0.7214285731315613,0.9914303421974182
0.6821428537368774,0.8284504413604736,0.6785714030265808,0.9708137512207031
